"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2016","2016",94.5,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2017","2017",94.6,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2018","2018",94.5,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2019","2019",94.6,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2020","2020",94.6,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2021","2021",95,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2010","2010",5152.3,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2011","2011",5146,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2012","2012",5137.7,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2013","2013",5120.8,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2014","2014",5108.2,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2015","2015",5090.1,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2016","2016",5145.4,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2017","2017",5149.1,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2018","2018",5151.1,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2019","2019",5162.8,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2020","2020",5165.3,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2021","2021",5160.4,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2011","2011",99,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2014","2014",99.1,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2017","2017",99,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2018","2018",100,"B","Break"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2019","2019",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2020","2020",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2021","2021",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2022","2022",100,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ESP","Spain","2018","2018",46658.4,"B","Break"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ESP","Spain","2019","2019",46937.1,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ESP","Spain","2020","2020",47332.6,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ESP","Spain","2021","2021",47398.7,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ESP","Spain","2022","2022",47432.9,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2010","2010",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2011","2011",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2012","2012",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2013","2013",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2014","2014",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2015","2015",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2016","2016",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2017","2017",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2018","2018",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2019","2019",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2020","2020",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2021","2021",100,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SWE","Sweden","2010","2010",9415.6,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SWE","Sweden","2011","2011",9482.9,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SWE","Sweden","2012","2012",9555.9,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SWE","Sweden","2013","2013",9644.9,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SWE","Sweden","2014","2014",9747.4,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SWE","Sweden","2015","2015",9851,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SWE","Sweden","2016","2016",9995.2,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SWE","Sweden","2017","2017",10120.2,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SWE","Sweden","2018","2018",10230.2,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SWE","Sweden","2019","2019",10327.6,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SWE","Sweden","2020","2020",10379.3,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","SWE","Sweden","2021","2021",10452.3,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2010","2010",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2011","2011",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2012","2012",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2013","2013",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2014","2014",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2015","2015",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2016","2016",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2017","2017",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2018","2018",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2019","2019",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2020","2020",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2021","2021",100,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","CHE","Switzerland","2010","2010",7780,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","CHE","Switzerland","2011","2011",7863,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","CHE","Switzerland","2012","2012",7953,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","CHE","Switzerland","2013","2013",8046,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","CHE","Switzerland","2014","2014",8147,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","CHE","Switzerland","2015","2015",8245,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","CHE","Switzerland","2016","2016",8334,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","CHE","Switzerland","2017","2017",8397,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","CHE","Switzerland","2018","2018",8459,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","CHE","Switzerland","2019","2019",8526,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","CHE","Switzerland","2020","2020",8590,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","CHE","Switzerland","2021","2021",8654,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","TUR","Türkiye","2010","2010",96.2,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","TUR","Türkiye","2011","2011",97.6,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","TUR","Türkiye","2012","2012",98.2,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","TUR","Türkiye","2013","2013",98,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","TUR","Türkiye","2014","2014",98.4,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","TUR","Türkiye","2015","2015",98.4,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","TUR","Türkiye","2016","2016",98.2,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","TUR","Türkiye","2017","2017",99.2,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","TUR","Türkiye","2018","2018",98.5,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","TUR","Türkiye","2019","2019",98.8,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","TUR","Türkiye","2020","2020",98.5,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","TUR","Türkiye","2021","2021",98.8,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","TUR","Türkiye","2010","2010",70921.7,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","TUR","Türkiye","2011","2011",72954.3,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","TUR","Türkiye","2012","2012",74256.3,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","TUR","Türkiye","2013","2013",75140.7,,
